	Years	KSMX	KEDW	KRBL	KSMO	KFUL	KLAX	PADK	PADQ	PANT	KNZY	KSNA	KLGB	KOXR	KVBG	KNUQ	KSFO	KOAK	KRIV	KAPC	KNJK	KAST	KSBA	KOTH	KSUU	KSNS	KLAS	KNUC	KRDD	KACV	KHHR	KTOA	KLVK	KSAN	KAVX	CYAZ	KMYF	KUKI	KCRQ	KMRY	KFHR	KSEE	KCEC	KSIT	PAHO	KNFG	KPSP	KNSI	KNRS	KSJC	KUIL	KFAT	KNTD	KBUR	PYAK	PACD	KNKX	KVNY
30	1980	27.61437908496732	0.6600660066006601	2.287581699346405	N/A	29.862475442043223	27.450980392156865	89.05228758169935	39.54248366013072	42.63157894736842	35.78431372549019	33.069306930693074	19.28104575163399	31.762652705061083	47.55244755244755	18.790849673202615	24.673202614379086	29.575163398692812	16.0	N/A	N/A	53.10457516339869	25.47008547008547	32.6797385620915	1.9607843137254901	N/A	0.0	55.6836902800659	2.2847100175746924	48.69281045751634	30.711610486891384	27.323420074349443	17.32142857142857	33.169934640522875	N/A	47.05882352941176	N/A	6.408094435075886	42.69870609981516	43.22033898305085	N/A	26.40449438202247	38.128249566724435	46.10051993067591	20.098039215686274	27.556818181818183	0.0	35.294117647058826	35.535714285714285	18.81533101045296	58.98692810457516	0.16339869281045752	32.84313725490196	25.108225108225106	65.52287581699346	70.75163398692811	N/A	21.45390070921986
31	1981	25.75250836120401	0.0	1.3071895424836601	N/A	27.234927234927238	24.673202614379086	87.09150326797386	38.39869281045752	31.14478114478115	33.66013071895425	27.552986512524086	22.875816993464053	N/A	48.15668202764977	13.23529411764706	16.99346405228758	24.222585924713584	10.16949152542373	N/A	N/A	37.58169934640523	27.874564459930312	36.60130718954248	1.4729950900163666	N/A	0.0	55.61056105610561	1.5151515151515151	44.44444444444444	26.56546489563567	28.74251497005988	N/A	32.51633986928105	N/A	42.786885245901644	N/A	4.9916805324459235	43.63256784968685	33.78151260504202	N/A	21.503496503496503	40.27538726333907	50.25728987993139	19.28104575163399	28.04878048780488	0.17921146953405018	36.01973684210527	34.77218225419664	11.891891891891893	56.209150326797385	0.0	38.88888888888889	21.573033707865168	69.11764705882352	65.359477124183	N/A	18.51145038167939
32	1982	37.3134328358209	0.0	1.9607843137254901	N/A	38.86792452830189	30.065359477124183	85.62091503267973	41.830065359477125	32.189542483660134	42.3202614379085	41.51291512915129	30.392156862745097	N/A	52.459016393442624	15.522875816993464	23.52941176470588	28.96890343698854	25.0	N/A	N/A	41.50326797385621	29.96575342465753	36.43790849673202	1.9607843137254901	N/A	0.0	57.84313725490197	2.030456852791878	49.34640522875817	37.340619307832426	38.24091778202677	N/A	39.21568627450981	N/A	31.699346405228756	N/A	N/A	48.134328358208954	44.991212653778554	N/A	31.62544169611308	N/A	59.86159169550172	14.54248366013072	41.60401002506266	0.36496350364963503	37.33552631578947	48.34905660377358	17.26618705035971	51.9607843137255	1.3071895424836601	38.23529411764706	29.62226640159046	65.84967320261438	78.59477124183006	N/A	27.700348432055748
33	1983	27.00490998363339	0.16420361247947454	3.104575163398693	N/A	36.45833333333333	26.47058823529412	86.11111111111111	41.01307189542484	35.62091503267974	36.60130718954248	35.445544554455445	23.202614379084967	35.34338358458962	44.28904428904429	12.418300653594772	20.751633986928105	23.52941176470588	20.212765957446805	N/A	N/A	39.37908496732026	31.314878892733567	31.045751633986928	2.1311475409836063	N/A	0.6535947712418301	52.94117647058824	2.7027027027027026	45.662847790507364	34.98098859315589	33.61522198731501	13.883677298311445	30.555555555555557	N/A	25.816993464052292	N/A	10.825688073394495	44.9901768172888	36.594202898550726	N/A	27.11267605633803	33.13609467455622	42.68502581755594	13.725490196078432	32.40506329113924	1.9230769230769231	38.640132669983416	34.588235294117645	15.37037037037037	49.01960784313725	0.49019607843137253	38.88888888888889	29.22077922077922	53.75816993464052	73.52941176470588	N/A	24.907063197026023
34	1984	19.69439728353141	0.1644736842105263	2.697841726618705	N/A	22.28682170542636	20.0	81.69934640522875	38.752052545156	36.11111111111111	32.51633986928105	25.04604051565378	17.647058823529413	26.89075630252101	31.36842105263158	7.352941176470589	13.736263736263737	16.90391459074733	7.80399274047187	N/A	N/A	36.48424543946932	20.098039215686274	28.431372549019606	2.127659574468085	N/A	0.18281535648994515	44.44444444444444	1.530612244897959	37.254901960784316	23.728813559322035	20.866141732283463	5.555555555555555	27.380952380952383	N/A	36.607142857142854	21.237458193979933	4.41696113074205	35.91269841269841	25.573192239858905	N/A	17.65704584040747	30.791788856304986	31.058020477815703	15.359477124183007	20.0	0.3527336860670194	28.862478777589136	31.678486997635936	6.417112299465241	49.01315789473684	0.0	28.75816993464052	13.255360623781677	47.13584288052373	75.49019607843137	N/A	13.403880070546737
35	1985	26.90972222222222	0.0	3.0821917808219177	N/A	26.337448559670783	22.448979591836736	82.62295081967214	46.48117839607202	26.721311475409838	30.392156862745097	29.7244094488189	22.22222222222222	28.399311531841654	35.308056872037916	14.705882352941178	22.552447552447553	26.39593908629442	13.26530612244898	N/A	0.0	38.70431893687707	23.856209150326798	30.555555555555557	4.4189852700491	N/A	0.3412969283276451	53.0	3.103448275862069	46.568627450980394	26.325757575757574	26.459143968871597	11.525423728813559	28.39506172839506	N/A	28.888888888888886	26.99490662139219	8.937605396290051	35.85271317829458	31.965811965811962	N/A	21.160409556313994	39.626168224299064	52.3972602739726	24.019607843137255	22.505307855626327	0.36101083032490977	37.33552631578947	31.132075471698112	14.020270270270272	38.587848932676515	0.3502626970227671	34.47712418300654	19.367588932806324	60.75533661740559	75.81699346405229	N/A	18.88111888111888
36	1986	26.47058823529412	0.0	N/A	N/A	28.199999999999996	26.797385620915033	83.27868852459017	48.03921568627451	31.209150326797385	32.189542483660134	31.237721021611005	22.913256955810148	37.30834752981261	46.88888888888889	16.176470588235293	20.424836601307188	33.22091062394604	7.904411764705882	N/A	0.3968253968253968	42.48366013071895	26.143790849673206	36.76470588235294	4.098360655737705	N/A	0.0	57.833333333333336	4.310344827586207	48.32775919732442	32.20338983050847	28.958333333333336	14.165261382799327	31.209150326797385	N/A	36.23931623931624	25.806451612903224	10.81081081081081	40.15904572564612	37.22504230118444	N/A	18.72727272727273	45.73913043478261	50.847457627118644	17.647058823529413	21.261682242990652	0.0	37.41830065359477	35.84905660377358	15.55944055944056	48.20261437908497	0.32679738562091504	41.01307189542484	20.659340659340657	56.372549019607845	77.94117647058823	N/A	17.509025270758123
37	1987	29.248366013071898	0.0	N/A	N/A	33.203125	27.450980392156865	79.73856209150327	54.41176470588235	29.411764705882355	43.627450980392155	37.5	27.124183006535947	38.11965811965812	52.80898876404494	18.494271685761046	24.34640522875817	30.96885813148789	12.18568665377176	N/A	0.0	43.30065359477124	27.941176470588236	39.705882352941174	2.2033898305084745	N/A	0.49019607843137253	60.86956521739131	1.6339869281045754	53.10457516339869	33.984375	34.43298969072165	15.6140350877193	39.869281045751634	N/A	33.09222423146474	38.395904436860064	4.5855379188712515	45.19774011299435	42.63157894736842	N/A	29.087452471482887	50.29126213592233	44.88734835355286	23.03921568627451	27.631578947368425	0.0	N/A	47.540983606557376	20.342205323193916	44.44444444444444	0.6535947712418301	39.052287581699346	26.096491228070175	59.31372549019608	78.75816993464052	N/A	N/A
38	1988	22.058823529411764	0.0	3.5593220338983054	N/A	26.765799256505574	29.901960784313726	76.63398692810458	48.529411764705884	33.33333333333333	34.967320261437905	31.57894736842105	25.326797385620914	35.06711409395973	44.51901565995526	15.032679738562091	14.37908496732026	22.74247491638796	10.16949152542373	N/A	0.4273504273504274	33.169934640522875	25.49019607843137	30.88235294117647	1.675041876046901	N/A	N/A	57.08418891170432	4.411764705882353	44.6078431372549	33.86454183266932	33.547008547008545	8.040201005025125	32.6797385620915	N/A	34.797891036906854	30.743243243243246	6.688963210702341	37.35632183908046	29.780033840947546	N/A	23.96039603960396	43.71584699453552	38.67595818815331	10.620915032679738	23.41549295774648	0.0	34.160305343511446	37.00234192037471	9.84182776801406	45.09803921568628	0.32679738562091504	37.745098039215684	20.861678004535147	46.24183006535948	66.66666666666666	N/A	17.15399610136452
39	1989	25.53191489361702	N/A	2.8192371475953566	N/A	27.70137524557957	23.202614379084967	90.50736497545007	40.35947712418301	25.0	36.76470588235294	30.54003724394786	25.326797385620914	35.506003430531734	N/A	13.562091503267974	20.26143790849673	27.516778523489933	9.981167608286253	N/A	0.43103448275862066	35.62091503267974	24.34640522875817	29.575163398692812	2.3140495867768593	N/A	0.0	N/A	2.6143790849673203	50.98039215686274	30.103092783505154	35.874439461883405	10.281923714759536	31.862745098039213	N/A	32.26890756302521	31.41891891891892	8.528428093645484	36.38059701492538	36.91275167785235	N/A	22.60536398467433	46.880269814502526	51.70068027210885	10.801963993453354	26.96078431372549	0.0	40.280210157618214	40.0	11.64021164021164	44.44444444444444	0.32679738562091504	39.21568627450981	21.710526315789476	54.91803278688525	70.58823529411765	27.659574468085108	16.159695817490494
40	1990	21.475409836065573	0.0	5.05050505050505	N/A	23.364485981308412	16.503267973856207	86.57937806873977	41.66666666666667	23.03921568627451	33.33333333333333	19.572953736654807	14.869281045751634	19.62134251290878	40.37122969837587	15.196078431372548	19.28104575163399	27.7027027027027	9.930313588850174	N/A	0.4149377593360996	40.032679738562095	12.745098039215685	40.298507462686565	2.450980392156863	N/A	0.16366612111292964	80.21390374331551	3.104575163398693	43.95424836601307	19.210053859964095	24.35129740518962	12.520868113522537	27.124183006535947	N/A	41.40893470790378	24.79061976549414	8.094435075885329	28.10810810810811	31.3758389261745	20.0	17.604355716878402	43.7609841827768	48.817567567567565	8.538587848932677	19.607843137254903	0.0	30.397236614853195	33.87096774193548	13.194444444444445	46.73202614379085	0.32679738562091504	25.163398692810457	17.726396917148364	53.92156862745098	65.52287581699346	24.34640522875817	15.32976827094474
41	1991	30.756578947368425	0.0	3.0354131534569984	N/A	39.381443298969074	36.76470588235294	88.8707037643208	45.09803921568628	29.73856209150327	44.09836065573771	37.15846994535519	29.411764705882355	53.06122448979592	60.36446469248291	20.915032679738562	28.104575163398692	38.74788494077834	15.825688073394495	N/A	0.0	44.28104575163398	39.21568627450981	59.50413223140496	2.955665024630542	N/A	0.0	N/A	0.9803921568627451	54.41176470588235	37.62376237623762	39.603960396039604	15.88628762541806	41.01307189542484	N/A	45.17766497461929	35.79831932773109	5.816135084427768	44.982078853046595	43.19327731092437	33.06233062330624	28.57142857142857	50.33557046979866	53.691275167785236	13.398692810457517	31.03448275862069	0.0	51.393728222996515	50.35294117647059	17.857142857142858	52.12418300653595	0.32733224222585927	54.57516339869281	30.114942528735632	60.78431372549019	71.56862745098039	32.35294117647059	23.828125
42	1992	27.138157894736842	0.0	1.6722408026755853	N/A	29.063097514340345	24.34640522875817	85.13513513513513	35.294117647058826	27.124183006535947	31.674958540630183	26.142595978062154	20.26143790849673	33.45070422535211	50.0	17.75544388609715	18.4640522875817	28.881469115191987	11.50943396226415	N/A	0.2066115702479339	33.33333333333333	26.47058823529412	34.205231388329985	0.33277870216306155	N/A	0.0	N/A	0.8169934640522877	48.69281045751634	29.62264150943396	27.881040892193308	9.236234458259325	29.73856209150327	N/A	32.666666666666664	30.198019801980198	6.401384083044983	36.2962962962963	38.552188552188554	16.094986807387862	23.684210526315788	47.0	41.63879598662207	6.209150326797386	22.350993377483444	0.0	39.79416809605489	38.61671469740634	14.855072463768115	37.41830065359477	0.0	37.049180327868854	21.64328657314629	47.712418300653596	51.9607843137255	26.446280991735538	19.168173598553345
43	1993	23.393739703459637	0.3395585738539898	3.6666666666666665	N/A	35.4775828460039	25.49019607843137	87.41721854304636	37.41830065359477	22.385620915032682	36.13861386138614	34.82309124767225	27.77777777777778	34.1113105924596	43.73626373626374	14.309210526315788	17.15686274509804	23.745819397993312	18.36327345309381	N/A	0.4048582995951417	44.0	29.73856209150327	47.18826405867971	2.671118530884808	N/A	0.0	55.96707818930041	2.7777777777777777	42.15686274509804	31.934306569343068	35.0	10.887772194304858	33.82352941176471	N/A	46.776859504132226	35.9375	10.050251256281408	36.496350364963504	32.5	17.71117166212534	29.227557411273487	38.898163606010016	30.948419301164726	7.516339869281046	27.049180327868854	0.0	38.0352644836272	41.17647058823529	10.175438596491228	47.22222222222222	0.16339869281045752	37.274220032840724	28.94168466522678	36.27450980392157	56.372549019607845	29.489291598023065	21.996303142329023
44	1994	21.983471074380166	0.0	1.5254237288135595	N/A	29.53271028037383	24.509803921568626	78.58719646799118	41.50326797385621	28.104575163398692	38.265306122448976	26.418439716312058	23.202614379084967	27.17948717948718	44.713656387665196	N/A	16.99346405228758	25.581395348837212	9.375	N/A	0.0	32.31597845601436	22.385620915032682	37.94749403341289	0.6557377049180327	N/A	0.0	56.14525139664804	0.6535947712418301	39.705882352941174	24.475524475524477	27.087198515769945	9.693877551020408	34.31372549019608	N/A	33.61344537815126	29.081632653061224	3.571428571428571	33.6996336996337	38.96551724137931	14.705882352941178	24.951267056530213	39.93231810490694	34.63497453310696	7.6158940397351	26.722689075630253	0.0	37.46630727762803	40.909090909090914	11.403508771929824	37.41830065359477	0.0	30.369127516778523	20.07952286282306	39.37908496732026	63.23529411764706	25.666666666666664	17.09558823529412
45	1995	27.27272727272727	0.0	3.8391224862888484	N/A	26.477024070021884	25.368248772504092	94.47115384615384	51.633986928104584	25.816993464052292	35.44093178036606	27.77777777777778	20.915032679738562	39.226519337016576	43.624161073825505	15.246636771300448	20.29459901800327	28.762541806020064	9.65391621129326	N/A	0.0	34.64052287581699	26.96078431372549	43.31065759637188	2.1311475409836063	N/A	0.0	58.24742268041238	2.941176470588235	45.588235294117645	26.44787644787645	27.526881720430108	15.567765567765568	30.718954248366014	N/A	31.103678929765888	31.949458483754512	9.75609756097561	36.57587548638132	35.094339622641506	9.97229916897507	26.94063926940639	43.942133815551536	40.29574861367837	10.457516339869281	29.411764705882355	0.1779359430604982	36.36363636363637	63.87832699619772	15.156794425087108	38.297872340425535	0.16393442622950818	38.26955074875208	18.91891891891892	50.49019607843137	67.64705882352942	26.776859504132233	16.297786720321934
46	1996	26.062846580406656	0.0	N/A	N/A	23.167848699763592	19.934640522875817	N/A	28.75816993464052	31.5359477124183	30.244755244755243	25.05263157894737	18.985270049099835	40.49586776859504	43.79391100702576	N/A	16.857610474631752	27.066115702479337	8.587786259541986	N/A	0.0	29.489291598023065	28.13765182186235	38.309859154929576	3.2319391634980987	N/A	0.33444816053511706	59.17312661498708	2.9459901800327333	39.11620294599018	23.96694214876033	26.222222222222225	12.727272727272727	29.296235679214405	N/A	34.65346534653465	28.189300411522634	N/A	35.11904761904761	35.28225806451613	N/A	17.90744466800805	43.2712215320911	33.096085409252666	9.703947368421053	21.150592216582066	0.0	41.57706093189964	36.95652173913043	12.844036697247708	36.27450980392157	0.0	37.185929648241206	18.472906403940886	35.130718954248366	58.82352941176471	20.517241379310345	17.162471395881006
47	1997	22.385620915032682	0.6666666666666667	1.9607843137254901	N/A	21.663778162911612	23.366013071895424	N/A	30.555555555555557	33.387888707037646	34.91525423728813	25.654450261780106	20.588235294117645	26.573426573426573	38.72113676731794	7.601351351351352	13.23529411764706	19.82608695652174	8.666666666666668	N/A	0.6437768240343348	28.104575163398692	24.697754749568222	22.426470588235293	1.6611295681063125	N/A	0.16366612111292964	49.64705882352941	1.3071895424836601	30.27823240589198	27.815699658703068	27.2108843537415	8.24561403508772	31.699346405228756	N/A	33.222591362126245	28.745644599303137	4.537521815008725	37.52181500872601	24.173913043478258	14.666666666666666	20.30716723549488	30.360205831903947	25.085324232081913	11.620294599018004	23.905723905723907	0.38167938931297707	N/A	30.126582278481013	8.547008547008547	35.467980295566505	0.0	28.30820770519263	15.424610051993067	37.745098039215684	63.888888888888886	26.1986301369863	17.223198594024606
48	1998	32.51633986928105	0.3389830508474576	5.68561872909699	N/A	20.89041095890411	24.673202614379086	N/A	34.47712418300654	29.248366013071898	29.848229342327148	26.287744227353464	22.749590834697216	30.82191780821918	43.290043290043286	18.739352640545146	28.26797385620915	34.96376811594203	11.390284757118927	N/A	0.0	50.49019607843137	24.95755517826825	40.8	4.391891891891892	N/A	0.0	49.75247524752475	5.88235294117647	55.71895424836602	29.47368421052631	29.50530035335689	19.137931034482758	25.653594771241828	N/A	44.027303754266214	29.668411867364746	12.633451957295375	34.067796610169495	43.99293286219081	N/A	18.421052631578945	53.22862129144852	34.80565371024735	9.836065573770492	25.08361204013378	0.17331022530329288	N/A	28.644501278772378	16.179001721170398	54.50081833060556	2.287581699346405	29.809358752166375	18.384879725085913	51.71849427168576	55.319148936170215	26.51006711409396	17.33102253032929
49	1999	31.260229132569556	0.0	2.287581699346405	N/A	20.812182741116754	32.733224222585925	N/A	37.091503267973856	45.171849427168574	37.79661016949152	25.496688741721858	24.673202614379086	36.13861386138614	54.24528301886793	19.439252336448597	26.797385620915033	31.979695431472084	9.151414309484194	N/A	0.21691973969631237	43.34975369458128	24.668874172185433	37.983193277310924	2.7027027027027026	N/A	0.16339869281045752	55.980861244019145	1.6339869281045754	53.431372549019606	27.768595041322314	25.04258943781942	14.285714285714285	33.82352941176471	N/A	40.0	28.499999999999996	7.241379310344828	36.41025641025641	44.29530201342282	16.23931623931624	20.962199312714777	51.68350168350169	36.27450980392157	10.947712418300654	25.557461406518012	0.16722408026755853	N/A	35.64356435643564	15.780730897009967	47.05882352941176	0.0	37.719298245614034	15.282392026578073	46.9721767594108	61.111111111111114	28.07971014492754	14.521452145214523
50	2000	23.03921568627451	0.0	3.104575163398693	N/A	19.185059422750424	22.54901960784314	N/A	29.901960784313726	31.751227495908346	25.58983666061706	22.31404958677686	20.130932896890343	N/A	39.839572192513366	N/A	21.311475409836063	N/A	N/A	21.85430463576159	0.0	41.66666666666667	22.277227722772277	N/A	N/A	N/A	0.0	48.517520215633425	3.594771241830065	44.44444444444444	20.066334991708125	17.61744966442953	12.850082372322898	30.555555555555557	N/A	N/A	26.02965403624382	N/A	29.09090909090909	36.258278145695364	16.88963210702341	16.666666666666664	N/A	36.60130718954248	9.00163666121113	24.46183953033268	0.0	N/A	27.513227513227513	14.80865224625624	50.90016366612111	0.8169934640522877	31.835205992509362	N/A	40.68627450980392	65.52287581699346	20.646319569120287	N/A
51	2001	28.431372549019606	0.0	0.49019607843137253	N/A	23.400673400673398	32.35294117647059	N/A	32.84313725490196	41.993464052287585	39.25233644859813	27.81456953642384	23.692810457516337	N/A	46.682464454976305	N/A	19.54022988505747	N/A	N/A	18.985270049099835	0.24875621890547264	39.770867430441896	34.64052287581699	N/A	N/A	N/A	0.0	75.51622418879056	0.6535947712418301	49.486301369863014	31.65829145728643	28.865979381443296	9.983633387888707	38.0718954248366	18.579234972677597	N/A	29.04841402337229	N/A	36.96027633851468	35.714285714285715	10.243055555555555	20.701754385964914	N/A	29.78723404255319	11.783960720130933	30.87649402390438	0.33277870216306155	N/A	43.440233236151606	11.76470588235294	48.026315789473685	0.16339869281045752	37.98165137614679	N/A	40.58919803600654	65.84967320261438	28.78787878787879	N/A
