	PADK	PACD	PADQ	PAHO	PYAK	PSIT	PANT	CYAZ	KAST	KOTH	KACV	KOAK	KSFO	KMRY	KVBG	KNTD	KLAX	KLGB	KSAN	KNZY	1_average
0	85.06451612903226	74.37634408602153	56.55913978494624	13.459218463152371	59.273109243697505	27.4462365591398	43.82809252733352		42.2915019132778	32.2005542953145	51.525968329761156	26.16129032258064	20.33333333333332	41.31744562498484		50.58085421155886	38.49710852082768	36.81312636235826	42.878835562549185	45.45387896560916	43.78114190197103
1	85.2155782848151	74.11870940076355	56.41444855968748	9.718847424648473	67.47790938108794	45.66508198732518	38.106915326127556		53.21328656040578	38.98017764613196	60.23337494643092	35.079901701740695	30.709030298473117	56.0332604337525		41.87701190710156	31.535356300814918	31.86231091671222	34.04938380785692	36.56729447310782	45.93654885316577
2	84.63143688712069	66.62030820986715	46.98973934793542	13.09164310037939	62.21795209714212	45.794464262568724	37.222748439313634		47.25347622810714	39.01271413962194	54.0069260241674	26.160755832132942	20.999377540459882	37.98620852696806		37.63972643525944	27.930026583346983	25.45165652467884	26.65989858095122	31.54107862747164	40.622785410416256
3	83.67599930299862	62.96017378462864	40.114590750861815	12.360182840485063	57.99460927359176	43.48425974888244	36.92416030900578		40.16258095038728	33.93574856652102	45.17010230569552	21.89984571292982	24.45828536886614	38.787494450133025		31.335387779281895	27.4771727778789	23.57927270928512	28.12677044854674	31.027225768390302	37.970770158242765
4	82.82573782607997		50.27914146976302	13.985376284748572	50.23811417126988	40.80729895053575	39.872500724427695		37.37064716659532	33.97681562333002	45.36200297423146	23.00477015228618	20.797185779183987	34.16673704425358		43.9363260924806	35.01591054415564	34.19085522511312	39.28903526308776	42.084732229722476	39.24724632478029
5	83.49370574350905		52.43555004285338	20.584591995933337	68.11872067134914	36.58682357777894	43.3151962749132		43.3610643256187	37.42475979764116	49.65819435000408	24.212979672935838	19.43420274159696	42.81900629167204		41.038504979879335	32.42039813843452	31.466852888018042	33.12746268895704	37.7884629708156	41.0168515971712
6	86.86673057881036	81.11603136342002	52.87033381393418	23.06937022817874	56.5980581914518	46.89446132978162	43.85507292809524		43.90522511785992	36.21621210694038	47.76365606322626	23.68390273392902	21.477214362422362	40.05393708139882		38.71687479480264	26.23907494527466	25.412654271942362	27.02117476770788	28.314237026952917	41.67079009478495
7	84.71254770258868	70.89831618829317	46.585825553216864	16.059250028322193	52.78932848467806	43.431167593773196	39.11340852130328		35.46066828402754	29.601370369486922	44.83553546083724	24.79631065224286	21.58125269182866	34.19027398261918		25.84678870958868	23.2571633918688	24.970545687985442	29.2295022059985	35.55184817772474	37.93950576035466
8	73.99064834886482	75.46478516593127	53.63723619099072	13.981630139586395	66.70118856189328	39.75150683191906	40.08497601616868		47.25379432569934	33.25551886908012	52.53663254935204	30.490681088483957	23.610458471835265	39.37493715101722	41.84277989040066	36.12519626599572	28.3266427186823	26.884877748957383	29.406942124931742	32.52332866671058	41.328619006657924
9	86.65408708311547	71.42623425785416	41.8807089001116	15.902167660375074	55.4565135926487	34.67927160090846	45.132880529432256		42.80235073560256	36.100295343286	45.19849814596064	20.578783465528158	18.07017771161804	32.34089083227016	43.70944223983186	32.60945627272646	25.57109787863788	24.2728983591863	31.40468703778776	32.7322556670383	38.764352490206306
10	88.93016831087364	72.16849729821932	41.621360185688204	12.37729088702207	64.20143709657776	45.395187122128824	46.8884886395168	40.95323490773506	43.27222658779064	37.60679715706816	55.35067970960588	27.1374188431701	17.315864954591962	40.4870361651546	46.21724310181392	34.092426875315326	24.82370163614122	23.31454226661706	27.570471239101458	29.645113340765523	40.968459316244875
11	89.7286506235474	78.756715101496	41.045705370820784	15.486341136425926	62.66763272855375	46.42852574352412	32.1970756250675	40.36469538016614	41.97361049683032	44.78155652445666	49.858498646943836	26.618473176762063	21.76382558708114	36.75887658474646	48.53863958415444	45.8524139932065	32.57944028518046	29.608916785108157	36.4943993356151	41.00737490170192	43.12556838056943
12	81.07964959415413	70.01169458956346	44.093128445175395	18.01256037694014	64.84509141692675	52.780840349056255	49.53861814260044	45.28247708622498	49.24480358049916	40.07753149437614	52.38719647459934	30.804226646313964	25.659128127966984	49.72765267760746	56.50144397847159	44.942370268312615	34.821042719793844	32.78507274269985	37.25648010845398	40.8388773709696	46.034494309535305
13	87.14357318364969	82.68756655475678	48.78220078296258	13.394245716612991	60.22059578839238	41.328988582053185	49.46872432201492	46.0379513633014	39.568561953628816	37.169401760916124	52.34711460500408	26.04304156526994	19.95849765866566	40.19218946203142	47.12979262195252	37.06055618090508	29.11406188537786	30.00093170201028	36.251875040452845	39.146886696427245	43.15233787131929
14	85.51998308295404	77.99276938110322	43.46021057397146	14.51509190515473	56.850259457598646	51.059186078129244	47.41000718783708	50.21726604173308	46.40683505862596	40.1265754484556	47.18272725949472	25.586749348183297	23.11712179570776	41.15022269825552	49.13302974605338	37.965003455943915	30.317472512823223	29.65607011411442	35.26247851411784	39.25617752464554	43.60926185924514
15	91.3088406094145		52.409618559302245	20.79865070525542	71.815998472795			45.86933771307478	50.50093789776914	38.6154514400484	56.8674662422423	29.20677239996352	24.1893121127829	43.755104071845565	49.03958948003878	45.75196169810652	35.31728812719288	29.32661398534018	36.79346908711778	42.8552901989445	44.96598251771967
16	89.04987801572244		47.50451354495302	20.2212557384971	67.71073590700041			48.01944265696006	37.74814850843306	30.485697560360762	40.72045034229906	22.55265138834364	19.632813885047028	35.72316436126586	46.8713353063102	41.0599830336375	28.04815078324258	23.91562635893488	34.81607065130824	39.34675998804359	39.613334001785844
17	87.08697821831859		52.756493803089654	13.290605624101222	70.28882765981508			48.31669383177828	42.0896337545513	32.94990407249892	59.615598004344804	26.96395709948474	20.33304953773752	45.6068376068376	54.776797086315774	50.9102771969083	32.64249836143134	27.99967116799648	39.98000011213922	42.465277578745216	44.00430004212318
18	84.7677311419705		48.17127347869948	12.072337679712097	55.94913241702234			40.859971106224876	43.151008785973055	39.25087317644922	51.219785678802054	27.32749843520046	24.60653225773688	40.78113490020148	43.456491854060076	40.57891792880482	29.6918635501951	26.011701621160476	33.56312820397236	35.74463258789278	39.83553028259283
19	82.26781343382132	83.31647040086939	54.427310719578124	11.516798377236828	63.60502465171358			39.13582906349024	46.16002588929656	41.07671537007276	54.96961393252955	26.147424622318816	21.038944244776346	45.78934475191316	57.76983357060966	55.68579426344722	43.1705289659835	34.78375833091858	43.79648123798652	48.6538884367685	47.406200014629476
20	84.93925130702776	73.66548669135793	60.24028460851084	11.336091561209262	66.80744969262076			39.6406640813477	39.22050978045916	33.110972148748324	50.98410025489194	24.288819236527864	19.574859025480784	38.70826060391594	45.592586415705384	40.33722190374958	28.01989140153956	21.67544616674168	35.6399241439558	39.49765248181476	41.848859528089164
21	82.96236559139784	82.22584391742535	60.42371500080098	21.944571617744785	67.70905159837965			43.41553697674398	40.77980206927576	37.74386382905654	53.20959910315586	26.70245349861916	22.052414723773715	38.44979019886298	46.73793674053782	40.55860869043512	27.09489036426408	25.155477463343598	39.165499646715816	39.75644144848828	44.227103471056736
22	88.72232764073371	75.73737668447639	55.04428420758976	12.763421565644709	62.64806401498422			39.94500194333386	40.090839046726344	35.6157006113737	59.68334858802638	27.244560129148617	20.92856208554938		42.607855198328835	33.68996261144664	25.687382226907896	23.42390441356072	33.74465242255128	33.74793098142336	41.842657315988575
23	81.24984552036986	77.69412484093905	54.42815966306669	13.7500631674028	56.23874558020348			42.78809092674504	44.880491197393255	35.67763459013244	51.759831078012915	25.10199581728568	18.89950636061358	42.81899513763322	56.253696657120315	59.86790541352671	42.80996368845544	39.39704386424848	48.615803193913145	50.10554421738334	46.79652449524697
24	81.97713641314911	83.46468753721253	45.22619424232836	10.549985177423613	54.475403323979016			42.762704613018464	44.581722027542455	41.0753931288398	52.33847873044216	30.04360848807378	21.463698876576522	43.04981932931114	55.737679817689774	49.4316109511052	37.861178240037496	33.09431194880112	42.52514373850366	45.86626983278834	45.30694591204569
25	83.15024963969447	75.45815935727244	48.559901492104856	18.24639916838274	62.37397114808361	60.35347921370934	45.094130410286816	46.68124658283214	44.8001796650052	41.80982072741278	51.271160234802004	30.283680855049283	25.78696366102664	46.69943629022652	61.13506631253582	54.04615788093364	41.11090804395356	30.24768725465514	42.85721768759218	46.0612584375564	47.80135370315578
26	86.69095372603645	80.2944109712437	53.89655129216929	12.43208970427678	47.78998866462956	44.037470819079076	53.60110415195125	48.7256497487895	36.838148265155624	34.236418654440456	46.44541146165484	25.7151903249464	23.61798447454186	33.193643571002056	44.584361823125406	39.30674648321078	30.668510441559	27.99835551148942	38.612083530116294	42.14838333441324	42.54167284769155
27	81.76378045418173	74.14773200156816	39.301901000213846	15.11651270602908	31.24105134279148	40.22057369297322	41.74717304945089	47.19841230261018	47.11476624800968	39.53414165672382	49.77284467815406	29.7130779750194	24.872147669755243	34.11751137733482	39.44876497921254	40.6943110873144	30.53696908144982	25.24188941113168	32.72182853086572	39.33083996555698	40.191811460517336
28	83.0227124671403	67.41693238670919	44.97083355886538	15.9946469053282	53.77235486866077	51.2586247086247	37.6995839112344	44.5747168358432	45.41082516954328	34.618586884420964	42.7525557799501	15.981687777769341	14.055942001473458	28.131818378684436	36.23331299883078	35.145664276419225	24.09882424246552	18.66527972606488	28.124923579426202	28.2937507512426	37.511178860434846
29	87.59030435574994	66.76682753119324	44.15637559371576	16.851237810029282	70.69593226066891	47.4792933145336	38.874860253126215	48.95126873940432	34.40569558707224	31.998654518894398	40.63453678023552	24.13482056738888	17.824858757062138	31.22075370839396	45.58905280407034	38.04341826694918	28.872270393568577	23.00411114640558	35.7469330462716	38.77335363614766	40.58072795354407
30	89.72842685461282	67.7798139539228	42.35067581752958	20.7825063189457	71.52352137027056	47.93517596683232	45.94748543870634	52.30393538658334	55.68534156673686	34.18756723333248	51.10623938500042	31.2111436893132	26.06087673786788	43.29619231131462	48.3329970477134	34.01982560420042	28.294071707741136	20.151073710951447	34.94473969845918	36.796543274687636	44.1219076537361
31	87.43026310525542	57.70272508240424	39.26967881631854	19.801652892561986	71.92013451864334	52.39925601697546	33.076063069343185	47.012254122619495	39.190665466726635	38.61768462174142	46.36612214035766	24.756142889261177	18.24890206513418	34.281928415183515	47.955920352637136	41.33166032304684	25.59254588762786	23.9346522042812	34.33636488098732	34.37078022131954	40.87976985462131
32	85.97714738989198	75.93087248792268	44.59471228999432	15.53833342759774	68.18136715115465	61.14897096906092	34.27060074428494	36.91628025001606	44.19099561940642	38.61494544003706	51.89929498369396	30.11907920801202	25.25806341261886	45.29600942033436	53.73458980044346	40.30264486044972	31.36202148702634	31.918762566893584	41.2376629061582	43.35752319459504	44.992493880479614
33	86.97226938313528	70.46157946745305	42.67038275733928	14.338546169626659	56.200273334480855	46.01647750457638	38.00400790034942	31.89113259383648	41.74194164687902	32.67529894380146	46.95655990477372	24.47413134532808	21.7309916532131	37.04908239635246	42.8198909524211	39.6697800644748	26.43151619214104	23.758846547420937	31.858300896518422	37.41897078062334	39.656999021737235
34	81.97744558090744	76.78307696884949	41.056186382410196	15.909668358921817	50.27138913200858	32.65860126153646	38.22387486796854	40.75327832278836	38.63030923900488	31.631889944141722	39.811561762194955	17.228090536063434	14.799503104795273	25.589724238731353	33.19431681628614	29.480835527529138	20.65781634246008	18.28594010329212	29.00042057840224	33.336454127678834	35.46401915979855
35	83.00264973728714	73.34021794460888	49.0151851815545	24.824949616937282	63.05788872431102	55.809020645120995	28.888060276082058	32.87679944494984	41.85652899306328	33.260102998455	46.98098844769754	27.57316654058326	25.42297328548988	32.69473923823496	35.21470778597747	35.5355731101098	24.0117742289958	23.35679458590986	30.88997627985942	30.911836529483583	39.92619667973558
36	84.83280311063979	74.72416387451923	49.99043071196894	18.5664851372816	58.7028251096934	52.754114255613516	31.25934970564014	40.86069969029588	44.416104146576664	41.32976593353952	51.3304493672203	33.384853189839085	21.74706548900904	37.8819386615829	48.09660273477692	41.84102503239322	27.5087657267422	24.084396230272898	32.87994818515184	32.98126555449142	42.45865259236243
37	80.74067205267004	73.0936699839128	57.98684504217018	24.10313590834324	61.628397202908296	47.640214197189245	30.962880794656478	37.75433522522518	46.3081970364355	43.33149770989166	57.27167527661262	32.31969269014098	27.087612322107862	43.8142992731837	54.695660928219084	40.43343939336632	28.65288346039626	28.042961829394436	41.49720923699808	44.3661773574383	45.08657284606301
38	76.87183055755743	64.76129250373106	50.01214689692084	10.60716424973925	48.07247116173464	40.37589513290448	32.53368248409856	39.78573636653852	35.07793821010438	34.04230451140612	47.24855162332022	23.05685380450272	15.687563230265221	29.929849086493437	44.76637720741076	39.226388289045964	30.04237155460556	25.882600239196858	33.749831676133724	35.969154433414175	37.885000160956196
39	91.25828642901814	68.14226610792386	42.72759628589066	11.628257420613897	56.9318233670006	53.18804695396661	24.87299396031062	37.143105049175595	37.0343427677201	31.75607596974084	52.3832269816398	27.8519820151712	21.494395895022215	37.11409351480226		40.30698035142018	23.45808207364938	26.145495552294562	34.07308849355892	38.33254302134248	39.781193800540095
40	87.12640188300222	63.87656627960543	42.8378821825358	8.652549339746136	56.2449161596968	50.2481782773545	23.380625476735297	45.13169238967156	41.270038460976004	44.570491886281346	44.628536196141	28.092096512024863	20.5500616479017	31.884644310189877	40.042509622091096	26.43699408191776	16.43910076313206	15.67370777306192	28.582151393222443	33.55051753674328	37.46098310860155
41	89.63764527667999	70.6110832503157	47.49137113940678	13.990283348669161	62.88141018421826	55.00090424189339	29.41557846900348	48.47842039175044	46.341157152516175	60.74870844910981	55.241143938269566	39.677263174155385	29.651050187823262	43.34029079963394	59.744964374981485	55.402510804914584	37.05232369481434	30.137281004112502	42.603515370364775	44.85562671596404	48.11512659842985
42	86.83893973939091	50.00838086070312	37.339866406156105	6.5544463462828	49.88707914947222	44.4761894915935	28.90171300873966	36.90160087437314	35.488485482753944		50.86952533838054	29.92926284758688	20.156161863096237	39.38412550481516	49.1781979019922	38.23723924046632	25.708308311690654	21.04297727526402	31.098586340071922	32.72564576179012	37.61719640761155
43	89.1590605411448	56.061750011673	39.700731538825515	7.956486791045064	38.297589352962596	32.71722665335592	21.79657760540114	51.96065312259814	45.07991647861874	49.17629514064148	42.94876566613878	24.59903761255428	18.43674279753028	32.96851574212894	44.52219920262246	38.8508583533919	25.713339032206658	28.876182263338382	35.03807146200658	36.87085722986348	38.03654282990241
44	80.62276612276612	61.89285173623698	43.57943919370882	7.854400638508585	41.77695127782796	37.72687934841868	28.71207828485992	38.88877057929636	33.026178751230155	40.30511206830444	40.06372329539136	25.92686889360948	18.441879913745005	39.2882575677438	46.15050951492892	31.63475089619252	24.943829222558385	23.815810140786038	35.37509990422052	38.90937267205016	36.9467765011192
45	94.91776157600222	66.34040996414299	52.652160296641526	10.904408501536022	53.19240393887338	42.3055024948614	26.20901331553184	35.25558141062341	34.66129032258064		47.082229972562196	29.22802660827252	21.60988725434744	34.89535982227156	42.570041799108076	39.33216649288444	25.95256139415236	21.53769962261382	31.358498895283297	35.659442974476384	39.24549719246134
46		58.96055601801098	30.014159480464162	10.000731880303613	36.4162535468133	33.910504470219	31.191901078049103	36.12804507726568	29.403225806451623		40.45570681661242	29.398960321024664	17.554638061429237	37.15946810815418	45.22404520719062	38.47854482949198	20.2860940091467	19.409895135145398		30.640970140970136	32.0372764698084
47		62.41397849462366	30.55276949489474	11.582497515135069	37.64516129032258	25.03770953856312	32.771833202202984	33.18778473265424	28.080645161290317	22.41741437861526	29.688578657269364	19.65323343726246	13.198924731182796	23.977521759635934	37.533365670106114	28.32905382158563	22.86604319147013	20.55376344086018	29.549554810024198	34.57909699556592	28.61152264859288
48		54.13742460005248	34.536978756884324	8.964957344070589	52.05056452163869	34.79648916115708	28.84828219249934	43.96600019318072	50.5	40.879409896688124	55.52662386748564	34.83993732554314	28.33333333333332	43.5884556387069	43.14949874686716	29.98441351655372	24.40860215053762	22.88885736028168	25.00920023928872	29.940494874905095	36.123659143140756
49		59.73655913978496	37.13978494623656	9.865591397849474	47.27758359021984	36.19892473118278	44.02936658534382	40.11485484212758	43.3258242246512	37.90399716785404	53.08064516129032	31.5452704984925	26.725806451612904	43.44099866168726	53.62090997217712	37.78657876691546	32.38158929976394	24.70967741935484	32.73554523322082	37.85128388919298	38.393199577839916
50		64.40860215053763	29.994623655913983	8.544863106532933	40.6774193548387	36.59139784946238	31.34404084214332	44.75179952012798	41.645161290322605	35.17845388444838	43.8978494623656	26.610075888963756	21.28559858246996	35.93997268328818	40.28696574481458	31.963073924238962	22.41397849462366	20.11500131130342	30.82225645739278	25.46940328096453	33.26002828867122
51		64.90860215053766	32.81182795698924	11.077629163388405	40.4366640440598	29.751920122887878	41.23065827432464	37.278390044542405	39.66282642089094		49.11524076671342	24.91334488161904	19.523658558624067	35.54124747100638	46.78937743809398	37.93405668405669	32.37096774193547	23.725806451612904	37.702340700737025	38.87808066163102	35.75847997409171
52		52.5	34.634408602150515	11.263440860215045	46.091262311376184	34.26344086021504	39.82795698924732	37.4295791104316	38.31274917520114	29.0218730832999	46.04696430019984	24.033506855787017	13.307244843997903	35.33394383394384	50.14601379371694	43.640196033742896	30.58502755941086	25.295698924731198	35.65487154373482	30.680762433594833	34.6352074271051
53		52.65510074997742	35.577482605945576	5.397634584911856	43.274193548387096	24.876344086021497	33.03225806451614	37.64820145068862	30.34127828944322	21.68139415813138	39.911916626185516	22.81197342270676	17.0072143727672	34.85545803910322	37.33974696822996	38.40757490737173	30.932095418812686	26.827956989247326	43.264050122248	47.94372490556664	32.83082101632957
54		55.74193548387096	43.73955579058698	10.812876999737725	33.26304746918436	22.7311827956989	23.3641456582633	47.39737946569688	39.750371157435	35.32586483725004	42.74570144457048	24.72566930995324	20.68279569892473	35.30733596559672	43.026586375175256	33.98656546669406	27.817204301075282	25.38709677419354	32.407138513380175	36.292367269806434	33.39499056721548
55	81.76014565925044	61.634408602150515	33.48675583530028	8.95515342250197	35.747311827957	24.204301075268805	27.790729194903765	49.35984653757546	35.243968555163995	33.47862590831586	49.490820875950696	23.54838709677418	17.85483870967742	34.24892894429146	47.05477096972334	45.22033083681716	26.60251948737084	25.2418310528865	33.40335693679516	38.49935283247724	36.6413192180576
56	75.9204380893739	72.46236559139781	40.543010752688176	11.94086021505375	52.016129032258064	40.93010752688174	37.311827956989234	33.88419427566462	32.078702448721415	31.263718602194977	44.62903225806452	21.90860215053764	16.5537634408602	34.13440860215054	44.74386174340052	45.81228923788418	27.945694406795003	22.753410066352057	32.842772495521544	37.82533852934624	37.87502637110681
57	79.15673797114066	68.8951838800036	43.86997379596998	5.885659850092672	47.06989247311826	26.726330972987142	27.096774193548377	47.96194404181296	33.5590494262221	27.70252403302676	39.78322942080056	26.215053763440856	20.04301075268818	31.62148730459926	42.088619869663056	34.98924731182794	20.576055599265676	22.373045992590598	32.723792475347025	28.078147587776005	35.320788035796085
58	70.5036466655913	68.09480723839496	44.795698924731184	9.338709677419349	53.865591397849485	34.41935483870968	38.749407690905784	54.70023493268276	46.2686409307245	34.93424274535196	46.35483870967744	23.673616574875417	18.59139784946236	35.897849462365585	49.11064695884972	34.8037224731336	23.09139784946238	21.58602150537634	30.366353048862702	32.3709677419355	38.5758573608181
59	74.71126999763847	63.424731182795725	40.74193548387098	8.161290322580637	44.0967741935484	29.682795698924718	30.376344086021522	47.89658444022772	39.6102591221576	36.244741012061766	52.30645161290322	25.81182795698922	18.935483870967747	35.41397849462366	46.78037291159292	37.687402815924386	26.48924731182796	22.104117492787818	30.77275300767688	31.219842775819977	37.12341018954706
60	79.13693884389019	65.88263834251246	46.55376344086022	12.1733763529015	51.88565434041436	34.17741935483872	25.87096774193548	52.6031962180664	48.91230389564608	41.17449750179886	50.63440860215054	30.182795698924718	23.05376344086024	43.72043010752688	45.99452998009802	46.3072383949646	33.14516129032258	26.198924731182778	38.78769997377392	41.043010752688154	41.87193595026783
61	70.92978493340752	67.9032258064516	45.0483870967742	7.20068894823927	46.65591397849464	25.4516129032258	38.983870967741936	50.55284552845528	38.546931874234076	33.1987836600774	47.81242910387296	28.60306178239474	22.510752688172058	45.98848275524854	55.44189850941344	44.92286615307144	31.682795698924743	26.664489469474802	38.15591397849462	40.33734281027884	40.3296039323224
62	69.92665248742915	63.016129032258064	46.6505376344086	11.349462365591393	55.74731182795698	35.24731182795698	39.31523734592186	43.47677881644862	42.90860215053766	38.15479555304318	58.155203056962606	25.44086021505378	17.77956989247314	42.68817204301076	48.043010752688176	33.43984974005336	25.494623655913962	21.281143456595846	33.005376344086	35.46907229967434	39.32948502490323
